1	6	1	RR/RR/RR	0.99999999	0	1	0.05
2	8	0.5	RR/RV/RR	0.99999999	0	1	0.228
2	1	0	RR/VV/RR	0.99999999	0	1	0.038
2	3	1	RV/RR/RR	0.99999999	1	0	0.05
2	9	0.5	RV/RV/RR	0.99999999	0	1	0.228
2	9	1	RV/VV/RR	0.99999999	0	1	0.038
2	3	1	VV/RR/RR	0.99999999	1	0	0.05
2	2	0	VV/RV/RR	0.99999999	0	1	0.228
2	2	0	VV/VV/RR	0.99999999	0	1	0.038
2	7	0.5	RR/RR/RV	0.99999999	0	1	0.228
2	9	0.25	RR/RV/RV	0.99999999	0	1	0.152
2	1	0	RR/VV/RV	0.99999999	0	1	0.076
2	9	0.5	RV/RR/RV	0.99999999	0	1	0.228
2	9	0.5	RV/RV/RV	0.99999999	0	1	0.152
2	9	0.5	RV/VV/RV	0.99999999	0	1	0.076
2	1	0	VV/RR/RV	0.99999999	0	1	0.228
2	9	0.25	VV/RV/RV	0.99999999	0	1	0.152
2	7	0.5	VV/VV/RV	0.99999999	0	1	0.076
2	2	0	RR/RR/VV	0.99999999	0	1	0.038
2	2	0	RR/RV/VV	0.99999999	0	1	0.076
2	3	1	RR/VV/VV	0.99999999	1	0	0.114
2	9	1	RV/RR/VV	0.99999999	0	1	0.038
2	9	0.5	RV/RV/VV	0.99999999	0	1	0.076
2	3	1	RV/VV/VV	0.99999999	1	0	0.114
2	1	0	VV/RR/VV	0.99999999	0	1	0.038
2	8	0.5	VV/RV/VV	0.99999999	0	1	0.076
1	6	1	VV/VV/VV	0.99999999	0	1	0.114
